ID,TITLE,THUMBNAIL1,THUMBNAIL2,THUMBNAIL3
TD-Z6l5M5x4,"Amerika Syarikat Meteor melintasi&meletup di langit New York kedengaran boom sonic""kuat 2.12.2020",https://i.ytimg.com/vi/TD-Z6l5M5x4/default.jpg,https://i.ytimg.com/vi/TD-Z6l5M5x4/mqdefault.jpg,https://i.ytimg.com/vi/TD-Z6l5M5x4/hqdefault.jpg
lTmtGQoOZx0,Terangganu Fenomena air pasang ombak besar 11 malam di Pantai Terengganu.,https://i.ytimg.com/vi/lTmtGQoOZx0/default.jpg,https://i.ytimg.com/vi/lTmtGQoOZx0/mqdefault.jpg,https://i.ytimg.com/vi/lTmtGQoOZx0/hqdefault.jpg
KLgHS5fYIRM,"Viral Buaya Berkalung Ban Muncul di Sungai Palu, Seorang Wanita Berhijab Mendekati, Ini Yang Terjadi",https://i.ytimg.com/vi/KLgHS5fYIRM/default.jpg,https://i.ytimg.com/vi/KLgHS5fYIRM/mqdefault.jpg,https://i.ytimg.com/vi/KLgHS5fYIRM/hqdefault.jpg
AM3Ie-ap59s,"Gunung berapi 3 dis 2020 Sakurajima di Wilayah Kyushu, jepun letusan sederhana hingga kuat",https://i.ytimg.com/vi/AM3Ie-ap59s/default.jpg,https://i.ytimg.com/vi/AM3Ie-ap59s/mqdefault.jpg,https://i.ytimg.com/vi/AM3Ie-ap59s/hqdefault.jpg
UqHY3Fod5cE,"Ustaz azahar idrus rumah masuk air Bukit Kecil, Kuala Terengganu jam 2 pagi tadi 3 Disember 2020",https://i.ytimg.com/vi/UqHY3Fod5cE/default.jpg,https://i.ytimg.com/vi/UqHY3Fod5cE/mqdefault.jpg,https://i.ytimg.com/vi/UqHY3Fod5cE/hqdefault.jpg
_iNrPichI2s,"Terkini Thailand Banjir di sekitar Nakhon, #Thailand... 1-2.12.2020",https://i.ytimg.com/vi/_iNrPichI2s/default.jpg,https://i.ytimg.com/vi/_iNrPichI2s/mqdefault.jpg,https://i.ytimg.com/vi/_iNrPichI2s/hqdefault.jpg
mU1fYowDLFQ,"Russia Fenomena tiang cahaya Tyumen, Fenomena alam berlaku suhu rendah lebih dari -20c.. 2.12.2020",https://i.ytimg.com/vi/mU1fYowDLFQ/default.jpg,https://i.ytimg.com/vi/mU1fYowDLFQ/mqdefault.jpg,https://i.ytimg.com/vi/mU1fYowDLFQ/hqdefault.jpg
Qju-8HsyHa4,Amerika Syarikat Jambatan gantung VerrazanoNarrows New York ditutup akibat angin kencang 2.12.2020,https://i.ytimg.com/vi/Qju-8HsyHa4/default.jpg,https://i.ytimg.com/vi/Qju-8HsyHa4/mqdefault.jpg,https://i.ytimg.com/vi/Qju-8HsyHa4/hqdefault.jpg
9FToq_Z_jpE,Terkini banjir kilat bandar terangganu limpahan air hujan mengelamkan bandar Terangganu,https://i.ytimg.com/vi/9FToq_Z_jpE/default.jpg,https://i.ytimg.com/vi/9FToq_Z_jpE/mqdefault.jpg,https://i.ytimg.com/vi/9FToq_Z_jpE/hqdefault.jpg
PvqYKrDXWYI,Banjir wilayah Mojoagung meliputi Dusun.Kebondalem (Kademangan)Kemodo (Dukuhmojo)Sanan Timur,https://i.ytimg.com/vi/PvqYKrDXWYI/default.jpg,https://i.ytimg.com/vi/PvqYKrDXWYI/mqdefault.jpg,https://i.ytimg.com/vi/PvqYKrDXWYI/hqdefault.jpg
