ID,TITLE,THUMBNAIL1,THUMBNAIL2,THUMBNAIL3
lBCFGeYa9KQ,ASMR CANDY (3Dio Binaural EATING SOUNDS) NO TALKING | SAS-ASMR,https://i.ytimg.com/vi/lBCFGeYa9KQ/default.jpg,https://i.ytimg.com/vi/lBCFGeYa9KQ/mqdefault.jpg,https://i.ytimg.com/vi/lBCFGeYa9KQ/hqdefault.jpg
P1oU2oCtr5s,ASMR Tim Hortons DONUTS + TIMBITS (EATING SOUNDS) NO TALKING | SAS-ASMR,https://i.ytimg.com/vi/P1oU2oCtr5s/default.jpg,https://i.ytimg.com/vi/P1oU2oCtr5s/mqdefault.jpg,https://i.ytimg.com/vi/P1oU2oCtr5s/hqdefault.jpg
uMbGxXUKBgU,ASMR Vietnamese Salad roll (CRUNCHY CHEWY EATING SOUNDS) No Talking | SAS-ASMR,https://i.ytimg.com/vi/uMbGxXUKBgU/default.jpg,https://i.ytimg.com/vi/uMbGxXUKBgU/mqdefault.jpg,https://i.ytimg.com/vi/uMbGxXUKBgU/hqdefault.jpg
NhzUTaz37gk,ASMR/MUKBANG Nigiri Sushi California Roll  먹방(EATING SOUNDS) NO TALKING | SAS-ASMR,https://i.ytimg.com/vi/NhzUTaz37gk/default.jpg,https://i.ytimg.com/vi/NhzUTaz37gk/mqdefault.jpg,https://i.ytimg.com/vi/NhzUTaz37gk/hqdefault.jpg
B023eR---9Y,ASMR FRIED CHICKEN LETS GET COOKING (SATISFYING EATING SOUNDS) No Talking | SAS-ASMR,https://i.ytimg.com/vi/B023eR---9Y/default.jpg,https://i.ytimg.com/vi/B023eR---9Y/mqdefault.jpg,https://i.ytimg.com/vi/B023eR---9Y/hqdefault.jpg
QY2HJQvyJ2I,ASMR/MUKBANG Fettuccine Alfredo (EATING SOUNDS) No Talking | SAS-ASMR,https://i.ytimg.com/vi/QY2HJQvyJ2I/default.jpg,https://i.ytimg.com/vi/QY2HJQvyJ2I/mqdefault.jpg,https://i.ytimg.com/vi/QY2HJQvyJ2I/hqdefault.jpg
f3jDSvF6_64,ASMR SUSHI SASHIMI (NO TALKING) EATING SOUNDS | SAS-ASMR,https://i.ytimg.com/vi/f3jDSvF6_64/default.jpg,https://i.ytimg.com/vi/f3jDSvF6_64/mqdefault.jpg,https://i.ytimg.com/vi/f3jDSvF6_64/hqdefault.jpg
bdKx1yLn690,ASMR Lamb Biryani + Samosa (NO TALKING EATING SOUND) |SAS-ASMR,https://i.ytimg.com/vi/bdKx1yLn690/default.jpg,https://i.ytimg.com/vi/bdKx1yLn690/mqdefault.jpg,https://i.ytimg.com/vi/bdKx1yLn690/hqdefault.jpg
lp6_UdpjWuY,ASMR SUSHI PLATTER (NO TALKING) EATING SOUNDS | SAS-ASMR,https://i.ytimg.com/vi/lp6_UdpjWuY/default.jpg,https://i.ytimg.com/vi/lp6_UdpjWuY/mqdefault.jpg,https://i.ytimg.com/vi/lp6_UdpjWuY/hqdefault.jpg
3BvkcvjuhIQ,ASMR ROASTED SEAWEED SNACKS SATISFYING CRUNCH (EATING SOUND) NO TALKING | SAS-ASMR,https://i.ytimg.com/vi/3BvkcvjuhIQ/default.jpg,https://i.ytimg.com/vi/3BvkcvjuhIQ/mqdefault.jpg,https://i.ytimg.com/vi/3BvkcvjuhIQ/hqdefault.jpg
