ID,TITLE,THUMBNAIL1,THUMBNAIL2,THUMBNAIL3
cDMwO6axHag,Bad Dog - Christmas Tree Disaster,https://i.ytimg.com/vi/cDMwO6axHag/default.jpg,https://i.ytimg.com/vi/cDMwO6axHag/mqdefault.jpg,https://i.ytimg.com/vi/cDMwO6axHag/hqdefault.jpg
dQgfxsJT1Vc,Most Spoiled Animals Living The Good Life Compilation | The Dodo Best Of,https://i.ytimg.com/vi/dQgfxsJT1Vc/default.jpg,https://i.ytimg.com/vi/dQgfxsJT1Vc/mqdefault.jpg,https://i.ytimg.com/vi/dQgfxsJT1Vc/hqdefault.jpg
N8kZ45e-KMA,Hilarious Talking Turkey Carving with Great Danes and Cat,https://i.ytimg.com/vi/N8kZ45e-KMA/default.jpg,https://i.ytimg.com/vi/N8kZ45e-KMA/mqdefault.jpg,https://i.ytimg.com/vi/N8kZ45e-KMA/hqdefault.jpg
ikHeSrUUijY,Boxer Dogs Monkey Business With Dad 😁,https://i.ytimg.com/vi/ikHeSrUUijY/default.jpg,https://i.ytimg.com/vi/ikHeSrUUijY/mqdefault.jpg,https://i.ytimg.com/vi/ikHeSrUUijY/hqdefault.jpg
053VcWonRxQ,Haylee meets boxer puppy Roxy,https://i.ytimg.com/vi/053VcWonRxQ/default.jpg,https://i.ytimg.com/vi/053VcWonRxQ/mqdefault.jpg,https://i.ytimg.com/vi/053VcWonRxQ/hqdefault.jpg
8TR22VoPwy0,Roxy all grown up,https://i.ytimg.com/vi/8TR22VoPwy0/default.jpg,https://i.ytimg.com/vi/8TR22VoPwy0/mqdefault.jpg,https://i.ytimg.com/vi/8TR22VoPwy0/hqdefault.jpg
wvOg-80vsp8,Silly Boxers,https://i.ytimg.com/vi/wvOg-80vsp8/default.jpg,https://i.ytimg.com/vi/wvOg-80vsp8/mqdefault.jpg,https://i.ytimg.com/vi/wvOg-80vsp8/hqdefault.jpg
Bj_z9n7jXXQ,boxer puppy sneak attack great dane,https://i.ytimg.com/vi/Bj_z9n7jXXQ/default.jpg,https://i.ytimg.com/vi/Bj_z9n7jXXQ/mqdefault.jpg,https://i.ytimg.com/vi/Bj_z9n7jXXQ/hqdefault.jpg
6seE49lEKZY,Boxer meets Baby!!!,https://i.ytimg.com/vi/6seE49lEKZY/default.jpg,https://i.ytimg.com/vi/6seE49lEKZY/mqdefault.jpg,https://i.ytimg.com/vi/6seE49lEKZY/hqdefault.jpg
iVZDgtvZ05s,Boxer puppy falling asleep...wait for it!!,https://i.ytimg.com/vi/iVZDgtvZ05s/default.jpg,https://i.ytimg.com/vi/iVZDgtvZ05s/mqdefault.jpg,https://i.ytimg.com/vi/iVZDgtvZ05s/hqdefault.jpg
Lf1sc4eZfRc,Very smart black boxer dog,https://i.ytimg.com/vi/Lf1sc4eZfRc/default.jpg,https://i.ytimg.com/vi/Lf1sc4eZfRc/mqdefault.jpg,https://i.ytimg.com/vi/Lf1sc4eZfRc/hqdefault.jpg
2jIgZSkO0ts,Emma the Bull Boxer falling asleep.,https://i.ytimg.com/vi/2jIgZSkO0ts/default.jpg,https://i.ytimg.com/vi/2jIgZSkO0ts/mqdefault.jpg,https://i.ytimg.com/vi/2jIgZSkO0ts/hqdefault.jpg
Iztbb-ktJ8U,Boxer puppy sleeping and snoring 💤 🐕,https://i.ytimg.com/vi/Iztbb-ktJ8U/default.jpg,https://i.ytimg.com/vi/Iztbb-ktJ8U/mqdefault.jpg,https://i.ytimg.com/vi/Iztbb-ktJ8U/hqdefault.jpg
qSEOgvQFUcg,Boxer Puppy Rampage,https://i.ytimg.com/vi/qSEOgvQFUcg/default.jpg,https://i.ytimg.com/vi/qSEOgvQFUcg/mqdefault.jpg,https://i.ytimg.com/vi/qSEOgvQFUcg/hqdefault.jpg
PCiqhwk5lKk,ivan moderately amused by me,https://i.ytimg.com/vi/PCiqhwk5lKk/default.jpg,https://i.ytimg.com/vi/PCiqhwk5lKk/mqdefault.jpg,https://i.ytimg.com/vi/PCiqhwk5lKk/hqdefault.jpg
bptSFvajGWs,Rottweiler Chases 8 wk Old Mini Schnauzer Puppy,https://i.ytimg.com/vi/bptSFvajGWs/default.jpg,https://i.ytimg.com/vi/bptSFvajGWs/mqdefault.jpg,https://i.ytimg.com/vi/bptSFvajGWs/hqdefault.jpg
TFWASMfBB-w,A Day in the Life of a Phoenix Children's Hospital Therapy Dog,https://i.ytimg.com/vi/TFWASMfBB-w/default.jpg,https://i.ytimg.com/vi/TFWASMfBB-w/mqdefault.jpg,https://i.ytimg.com/vi/TFWASMfBB-w/hqdefault.jpg
Z9vSU1Yb_7A,George the Great Dane Service Dog | DOG's BEST DAY,https://i.ytimg.com/vi/Z9vSU1Yb_7A/default.jpg,https://i.ytimg.com/vi/Z9vSU1Yb_7A/mqdefault.jpg,https://i.ytimg.com/vi/Z9vSU1Yb_7A/hqdefault.jpg
8E84PDV0fjw,Super Dog Is Disabled Woman's Carer,https://i.ytimg.com/vi/8E84PDV0fjw/default.jpg,https://i.ytimg.com/vi/8E84PDV0fjw/mqdefault.jpg,https://i.ytimg.com/vi/8E84PDV0fjw/hqdefault.jpg
OYMoDO36uiM,Recovering Addict And His Dog Rescued Each Other | The Dodo,https://i.ytimg.com/vi/OYMoDO36uiM/default.jpg,https://i.ytimg.com/vi/OYMoDO36uiM/mqdefault.jpg,https://i.ytimg.com/vi/OYMoDO36uiM/hqdefault.jpg
vAeQRUD0eVM,Boxer Puppy Christmas Surprise,https://i.ytimg.com/vi/vAeQRUD0eVM/default.jpg,https://i.ytimg.com/vi/vAeQRUD0eVM/mqdefault.jpg,https://i.ytimg.com/vi/vAeQRUD0eVM/hqdefault.jpg
TER9EABy83w,German Boxer eats Ginger the Cat,https://i.ytimg.com/vi/TER9EABy83w/default.jpg,https://i.ytimg.com/vi/TER9EABy83w/mqdefault.jpg,https://i.ytimg.com/vi/TER9EABy83w/hqdefault.jpg
ah92BkHT3Ko,German Shepherd/Owner Reunion After One Day.,https://i.ytimg.com/vi/ah92BkHT3Ko/default.jpg,https://i.ytimg.com/vi/ah92BkHT3Ko/mqdefault.jpg,https://i.ytimg.com/vi/ah92BkHT3Ko/hqdefault.jpg
B7HcPhhpFXo,CRAZY Boxer Dog ATTACKING Santa Claus 🎅 😂 😂 😂 (full version),https://i.ytimg.com/vi/B7HcPhhpFXo/default.jpg,https://i.ytimg.com/vi/B7HcPhhpFXo/mqdefault.jpg,https://i.ytimg.com/vi/B7HcPhhpFXo/hqdefault.jpg
8Ly4tSRZi7o,Boxer Puppy And German Shepherd Puppy Play For The First Time Together 😂 😀 ❤️,https://i.ytimg.com/vi/8Ly4tSRZi7o/default.jpg,https://i.ytimg.com/vi/8Ly4tSRZi7o/mqdefault.jpg,https://i.ytimg.com/vi/8Ly4tSRZi7o/hqdefault.jpg
-bSMIWICvgQ,Typical Boxer Puppy Cuteness 💗 🐶,https://i.ytimg.com/vi/-bSMIWICvgQ/default.jpg,https://i.ytimg.com/vi/-bSMIWICvgQ/mqdefault.jpg,https://i.ytimg.com/vi/-bSMIWICvgQ/hqdefault.jpg
f4iqsJPuUmQ,Happy Great Danes Love Thanksgiving Turkey,https://i.ytimg.com/vi/f4iqsJPuUmQ/default.jpg,https://i.ytimg.com/vi/f4iqsJPuUmQ/mqdefault.jpg,https://i.ytimg.com/vi/f4iqsJPuUmQ/hqdefault.jpg
6J-YtWVX0eM,Funny Cat's First Experience With Christmas Tree Ornament,https://i.ytimg.com/vi/6J-YtWVX0eM/default.jpg,https://i.ytimg.com/vi/6J-YtWVX0eM/mqdefault.jpg,https://i.ytimg.com/vi/6J-YtWVX0eM/hqdefault.jpg
in_jF1W3jUg,Funny Labradors Compilation NEW,https://i.ytimg.com/vi/in_jF1W3jUg/default.jpg,https://i.ytimg.com/vi/in_jF1W3jUg/mqdefault.jpg,https://i.ytimg.com/vi/in_jF1W3jUg/hqdefault.jpg
BJeCZw9SE4Q,Clever Great Dane Delivers Milk Bone Dog Treats,https://i.ytimg.com/vi/BJeCZw9SE4Q/default.jpg,https://i.ytimg.com/vi/BJeCZw9SE4Q/mqdefault.jpg,https://i.ytimg.com/vi/BJeCZw9SE4Q/hqdefault.jpg
ziX7ZrRpBvU,Funny Great Dane Announces Dinner Time with her Food Bowl,https://i.ytimg.com/vi/ziX7ZrRpBvU/default.jpg,https://i.ytimg.com/vi/ziX7ZrRpBvU/mqdefault.jpg,https://i.ytimg.com/vi/ziX7ZrRpBvU/hqdefault.jpg
a-ARVVpsk6w,Talking Great Dane Gets Caught in the Act Counter Surfing,https://i.ytimg.com/vi/a-ARVVpsk6w/default.jpg,https://i.ytimg.com/vi/a-ARVVpsk6w/mqdefault.jpg,https://i.ytimg.com/vi/a-ARVVpsk6w/hqdefault.jpg
eJ6VAaI7rRU,Winter Is Coming - Guess Who's In The Official Boxer Calendar December 2017 😁,https://i.ytimg.com/vi/eJ6VAaI7rRU/default.jpg,https://i.ytimg.com/vi/eJ6VAaI7rRU/mqdefault.jpg,https://i.ytimg.com/vi/eJ6VAaI7rRU/hqdefault.jpg
CvPVQx_Jnt8,My Rough Collie,https://i.ytimg.com/vi/CvPVQx_Jnt8/default.jpg,https://i.ytimg.com/vi/CvPVQx_Jnt8/mqdefault.jpg,https://i.ytimg.com/vi/CvPVQx_Jnt8/hqdefault.jpg
eYrafK9gcYU,Private video,https://i.ytimg.com/vi/eYrafK9gcYU/default.jpg,https://i.ytimg.com/vi/eYrafK9gcYU/mqdefault.jpg,https://i.ytimg.com/vi/eYrafK9gcYU/hqdefault.jpg
dzCmYffrWi8,Lexi Rough Collie Puppy in her new Home,https://i.ytimg.com/vi/dzCmYffrWi8/default.jpg,https://i.ytimg.com/vi/dzCmYffrWi8/mqdefault.jpg,https://i.ytimg.com/vi/dzCmYffrWi8/hqdefault.jpg
PO4BCJj0HtM,Lexi Rough Collie Puppy in her new Home pt 2,https://i.ytimg.com/vi/PO4BCJj0HtM/default.jpg,https://i.ytimg.com/vi/PO4BCJj0HtM/mqdefault.jpg,https://i.ytimg.com/vi/PO4BCJj0HtM/hqdefault.jpg
UKaUp4b_CGc,Lexie,https://i.ytimg.com/vi/UKaUp4b_CGc/default.jpg,https://i.ytimg.com/vi/UKaUp4b_CGc/mqdefault.jpg,https://i.ytimg.com/vi/UKaUp4b_CGc/hqdefault.jpg
pmI_oiMl3Zk,Rough Collie 2015,https://i.ytimg.com/vi/pmI_oiMl3Zk/default.jpg,https://i.ytimg.com/vi/pmI_oiMl3Zk/mqdefault.jpg,https://i.ytimg.com/vi/pmI_oiMl3Zk/hqdefault.jpg
EMBauaGE6BU,Lexie,https://i.ytimg.com/vi/EMBauaGE6BU/default.jpg,https://i.ytimg.com/vi/EMBauaGE6BU/mqdefault.jpg,https://i.ytimg.com/vi/EMBauaGE6BU/hqdefault.jpg
swBI2V6lhaU,How to Convince at 200lb Deaf Great Dane To Get Out Of Bed,https://i.ytimg.com/vi/swBI2V6lhaU/default.jpg,https://i.ytimg.com/vi/swBI2V6lhaU/mqdefault.jpg,https://i.ytimg.com/vi/swBI2V6lhaU/hqdefault.jpg
jYeu7xogSS0,Lola the Littlest Goat Herding Dog,https://i.ytimg.com/vi/jYeu7xogSS0/default.jpg,https://i.ytimg.com/vi/jYeu7xogSS0/mqdefault.jpg,https://i.ytimg.com/vi/jYeu7xogSS0/hqdefault.jpg
x3j3wYkBR0M,Lola the littlest farm dog does morning chores,https://i.ytimg.com/vi/x3j3wYkBR0M/default.jpg,https://i.ytimg.com/vi/x3j3wYkBR0M/mqdefault.jpg,https://i.ytimg.com/vi/x3j3wYkBR0M/hqdefault.jpg
sITvJ-1_4qY,Chihuahua Puppy thinks she's a Baby Goat,https://i.ytimg.com/vi/sITvJ-1_4qY/default.jpg,https://i.ytimg.com/vi/sITvJ-1_4qY/mqdefault.jpg,https://i.ytimg.com/vi/sITvJ-1_4qY/hqdefault.jpg
DptQzBG_zaU,Lola the chihuahua & the Goat kids Daily Playtime,https://i.ytimg.com/vi/DptQzBG_zaU/default.jpg,https://i.ytimg.com/vi/DptQzBG_zaU/mqdefault.jpg,https://i.ytimg.com/vi/DptQzBG_zaU/hqdefault.jpg
O_B8l8GOLIs,Hazel the brave!,https://i.ytimg.com/vi/O_B8l8GOLIs/default.jpg,https://i.ytimg.com/vi/O_B8l8GOLIs/mqdefault.jpg,https://i.ytimg.com/vi/O_B8l8GOLIs/hqdefault.jpg
ncD_L0HQ9cM,Funny Great Dane Waits for Cat to Finish Shower filmed with Iphone 7,https://i.ytimg.com/vi/ncD_L0HQ9cM/default.jpg,https://i.ytimg.com/vi/ncD_L0HQ9cM/mqdefault.jpg,https://i.ytimg.com/vi/ncD_L0HQ9cM/hqdefault.jpg
mrFQOmmmhRA,Cats Talking With Their Humans 2015 [NEW],https://i.ytimg.com/vi/mrFQOmmmhRA/default.jpg,https://i.ytimg.com/vi/mrFQOmmmhRA/mqdefault.jpg,https://i.ytimg.com/vi/mrFQOmmmhRA/hqdefault.jpg
FKZPXWtVUy8,I'M IN LOVE ❤️ Puppy Tuva 5 Months Playing With Rex For The First Time,https://i.ytimg.com/vi/FKZPXWtVUy8/default.jpg,https://i.ytimg.com/vi/FKZPXWtVUy8/mqdefault.jpg,https://i.ytimg.com/vi/FKZPXWtVUy8/hqdefault.jpg
